token_id,gene_id
3096,ENSMUSG00000022131
3097,ENSMUSG00000022132
3098,ENSMUSG00000022136
3099,ENSMUSG00000022139
3100,ENSMUSG00000022141
3101,ENSMUSG00000022142
3102,ENSMUSG00000022144
3103,ENSMUSG00000022146
3104,ENSMUSG00000022149
3105,ENSMUSG00000022150
3106,ENSMUSG00000022151
3107,ENSMUSG00000022155
3108,ENSMUSG00000022159
3109,ENSMUSG00000022160
3110,ENSMUSG00000022174
3111,ENSMUSG00000022175
3112,ENSMUSG00000022176
3113,ENSMUSG00000022177
3114,ENSMUSG00000022178
3115,ENSMUSG00000022180
3116,ENSMUSG00000022181
3117,ENSMUSG00000022184
3118,ENSMUSG00000022185
3119,ENSMUSG00000022186
3120,ENSMUSG00000022191
3121,ENSMUSG00000022193
3122,ENSMUSG00000022194
3123,ENSMUSG00000022197
3124,ENSMUSG00000022199
3125,ENSMUSG00000022200
3126,ENSMUSG00000022201
3127,ENSMUSG00000022203
3128,ENSMUSG00000022204
3129,ENSMUSG00000022205
3130,ENSMUSG00000022206
3131,ENSMUSG00000022208
3132,ENSMUSG00000022209
3133,ENSMUSG00000022211
3134,ENSMUSG00000022212
3135,ENSMUSG00000022214
3136,ENSMUSG00000022215
3137,ENSMUSG00000022216
3138,ENSMUSG00000022217
3139,ENSMUSG00000022218
3140,ENSMUSG00000022219
3141,ENSMUSG00000022220
3142,ENSMUSG00000022221
3143,ENSMUSG00000022223
3144,ENSMUSG00000022225
3145,ENSMUSG00000022228
3146,ENSMUSG00000022229
3147,ENSMUSG00000022231
3148,ENSMUSG00000022234
3149,ENSMUSG00000022235
3150,ENSMUSG00000022236
3151,ENSMUSG00000022237
3152,ENSMUSG00000022240
3153,ENSMUSG00000022243
3154,ENSMUSG00000022244
3155,ENSMUSG00000022245
3156,ENSMUSG00000022246
3157,ENSMUSG00000022247
3158,ENSMUSG00000022248
3159,ENSMUSG00000022249
3160,ENSMUSG00000022253
3161,ENSMUSG00000022255
3162,ENSMUSG00000022257
3163,ENSMUSG00000022261
3164,ENSMUSG00000022262
3165,ENSMUSG00000022263
3166,ENSMUSG00000022265
3167,ENSMUSG00000022269
3168,ENSMUSG00000022270
3169,ENSMUSG00000022272
3170,ENSMUSG00000022285
3171,ENSMUSG00000022286
3172,ENSMUSG00000022292
3173,ENSMUSG00000022295
3174,ENSMUSG00000022296
3175,ENSMUSG00000022297
3176,ENSMUSG00000022299
3177,ENSMUSG00000022300
3178,ENSMUSG00000022303
3179,ENSMUSG00000022304
3180,ENSMUSG00000022305
3181,ENSMUSG00000022306
3182,ENSMUSG00000022307
3183,ENSMUSG00000022309
3184,ENSMUSG00000022311
3185,ENSMUSG00000022312
3186,ENSMUSG00000022313
3187,ENSMUSG00000022314
3188,ENSMUSG00000022315
3189,ENSMUSG00000022321
3190,ENSMUSG00000022322
3191,ENSMUSG00000022323
3192,ENSMUSG00000022324
3193,ENSMUSG00000022325
3194,ENSMUSG00000022329
3195,ENSMUSG00000022330
3196,ENSMUSG00000022332
3197,ENSMUSG00000022335
3198,ENSMUSG00000022336
3199,ENSMUSG00000022337
3200,ENSMUSG00000022338
3201,ENSMUSG00000022339
3202,ENSMUSG00000022340
3203,ENSMUSG00000022342
3204,ENSMUSG00000022346
3205,ENSMUSG00000022350
3206,ENSMUSG00000022351
3207,ENSMUSG00000022353
3208,ENSMUSG00000022354
3209,ENSMUSG00000022357
3210,ENSMUSG00000022358
3211,ENSMUSG00000022360
3212,ENSMUSG00000022361
3213,ENSMUSG00000022364
3214,ENSMUSG00000022365
3215,ENSMUSG00000022367
3216,ENSMUSG00000022369
3217,ENSMUSG00000022370
3218,ENSMUSG00000022371
3219,ENSMUSG00000022372
3220,ENSMUSG00000022376
3221,ENSMUSG00000022377
3222,ENSMUSG00000022378
3223,ENSMUSG00000022382
3224,ENSMUSG00000022383
3225,ENSMUSG00000022385
3226,ENSMUSG00000022386
3227,ENSMUSG00000022387
3228,ENSMUSG00000022388
3229,ENSMUSG00000022389
3230,ENSMUSG00000022390
3231,ENSMUSG00000022391
3232,ENSMUSG00000022394
3233,ENSMUSG00000022400
3234,ENSMUSG00000022401
3235,ENSMUSG00000022403
3236,ENSMUSG00000022404
3237,ENSMUSG00000022407
3238,ENSMUSG00000022408
3239,ENSMUSG00000022412
3240,ENSMUSG00000022414
3241,ENSMUSG00000022415
3242,ENSMUSG00000022416
3243,ENSMUSG00000022419
3244,ENSMUSG00000022420
3245,ENSMUSG00000022421
3246,ENSMUSG00000022422
3247,ENSMUSG00000022425
3248,ENSMUSG00000022426
3249,ENSMUSG00000022427
3250,ENSMUSG00000022428
3251,ENSMUSG00000022429
3252,ENSMUSG00000022431
3253,ENSMUSG00000022432
3254,ENSMUSG00000022433
3255,ENSMUSG00000022434
3256,ENSMUSG00000022435
3257,ENSMUSG00000022436
3258,ENSMUSG00000022437
3259,ENSMUSG00000022438
3260,ENSMUSG00000022439
3261,ENSMUSG00000022440
3262,ENSMUSG00000022441
3263,ENSMUSG00000022442
3264,ENSMUSG00000022443
3265,ENSMUSG00000022449
3266,ENSMUSG00000022450
3267,ENSMUSG00000022451
3268,ENSMUSG00000022452
3269,ENSMUSG00000022453
3270,ENSMUSG00000022454
3271,ENSMUSG00000022455
3272,ENSMUSG00000022456
3273,ENSMUSG00000022462
3274,ENSMUSG00000022463
3275,ENSMUSG00000022464
3276,ENSMUSG00000022466
3277,ENSMUSG00000022468
3278,ENSMUSG00000022469
3279,ENSMUSG00000022471
3280,ENSMUSG00000022472
3281,ENSMUSG00000022474
3282,ENSMUSG00000022475
3283,ENSMUSG00000022476
3284,ENSMUSG00000022477
3285,ENSMUSG00000022479
3286,ENSMUSG00000022483
3287,ENSMUSG00000022484
3288,ENSMUSG00000022485
3289,ENSMUSG00000022487
3290,ENSMUSG00000022488
3291,ENSMUSG00000022489
3292,ENSMUSG00000022490
3293,ENSMUSG00000022494
3294,ENSMUSG00000022496
3295,ENSMUSG00000022498
3296,ENSMUSG00000022500
3297,ENSMUSG00000022503
3298,ENSMUSG00000022504
3299,ENSMUSG00000022505
3300,ENSMUSG00000022508
3301,ENSMUSG00000022510
3302,ENSMUSG00000022512
3303,ENSMUSG00000022514
3304,ENSMUSG00000022515
3305,ENSMUSG00000022516
3306,ENSMUSG00000022517
3307,ENSMUSG00000022521
3308,ENSMUSG00000022523
3309,ENSMUSG00000022525
3310,ENSMUSG00000022526
3311,ENSMUSG00000022528
3312,ENSMUSG00000022529
3313,ENSMUSG00000022533
3314,ENSMUSG00000022536
3315,ENSMUSG00000022537
3316,ENSMUSG00000022538
3317,ENSMUSG00000022540
3318,ENSMUSG00000022542
3319,ENSMUSG00000022545
3320,ENSMUSG00000022546
3321,ENSMUSG00000022548
3322,ENSMUSG00000022550
3323,ENSMUSG00000022551
3324,ENSMUSG00000022552
3325,ENSMUSG00000022553
3326,ENSMUSG00000022554
3327,ENSMUSG00000022555
3328,ENSMUSG00000022556
3329,ENSMUSG00000022557
3330,ENSMUSG00000022558
3331,ENSMUSG00000022559
3332,ENSMUSG00000022561
3333,ENSMUSG00000022562
3334,ENSMUSG00000022564
3335,ENSMUSG00000022565
3336,ENSMUSG00000022568
3337,ENSMUSG00000022570
3338,ENSMUSG00000022574
3339,ENSMUSG00000022575
3340,ENSMUSG00000022577
3341,ENSMUSG00000022580
3342,ENSMUSG00000022587
3343,ENSMUSG00000022595
3344,ENSMUSG00000022596
3345,ENSMUSG00000022598
3346,ENSMUSG00000022601
3347,ENSMUSG00000022602
3348,ENSMUSG00000022604
3349,ENSMUSG00000022607
3350,ENSMUSG00000022610
3351,ENSMUSG00000022613
3352,ENSMUSG00000022614
3353,ENSMUSG00000022615
3354,ENSMUSG00000022617
3355,ENSMUSG00000022619
3356,ENSMUSG00000022620
3357,ENSMUSG00000022622
3358,ENSMUSG00000022623
3359,ENSMUSG00000022629
3360,ENSMUSG00000022634
3361,ENSMUSG00000022635
3362,ENSMUSG00000022636
3363,ENSMUSG00000022637
3364,ENSMUSG00000022641
3365,ENSMUSG00000022652
3366,ENSMUSG00000022656
3367,ENSMUSG00000022657
3368,ENSMUSG00000022658
3369,ENSMUSG00000022659
3370,ENSMUSG00000022661
3371,ENSMUSG00000022663
3372,ENSMUSG00000022664
3373,ENSMUSG00000022665
3374,ENSMUSG00000022668
3375,ENSMUSG00000022672
3376,ENSMUSG00000022673
3377,ENSMUSG00000022674
3378,ENSMUSG00000022676
3379,ENSMUSG00000022677
3380,ENSMUSG00000022678
3381,ENSMUSG00000022679
3382,ENSMUSG00000022680
3383,ENSMUSG00000022681
3384,ENSMUSG00000022682
3385,ENSMUSG00000022683
3386,ENSMUSG00000022684
3387,ENSMUSG00000022685
3388,ENSMUSG00000022686
3389,ENSMUSG00000022687
3390,ENSMUSG00000022696
3391,ENSMUSG00000022698
3392,ENSMUSG00000022701
3393,ENSMUSG00000022702
3394,ENSMUSG00000022704
3395,ENSMUSG00000022705
3396,ENSMUSG00000022706
3397,ENSMUSG00000022707
3398,ENSMUSG00000022708
3399,ENSMUSG00000022710
3400,ENSMUSG00000022711
3401,ENSMUSG00000022715
3402,ENSMUSG00000022718
3403,ENSMUSG00000022721
3404,ENSMUSG00000022722
3405,ENSMUSG00000022723
3406,ENSMUSG00000022724
3407,ENSMUSG00000022738
3408,ENSMUSG00000022742
3409,ENSMUSG00000022744
3410,ENSMUSG00000022747
3411,ENSMUSG00000022748
3412,ENSMUSG00000022749
3413,ENSMUSG00000022750
3414,ENSMUSG00000022751
3415,ENSMUSG00000022752
3416,ENSMUSG00000022755
3417,ENSMUSG00000022756
3418,ENSMUSG00000022757
3419,ENSMUSG00000022758
3420,ENSMUSG00000022759
3421,ENSMUSG00000022760
3422,ENSMUSG00000022761
3423,ENSMUSG00000022762
3424,ENSMUSG00000022763
3425,ENSMUSG00000022765
3426,ENSMUSG00000022766
3427,ENSMUSG00000022768
3428,ENSMUSG00000022769
3429,ENSMUSG00000022770
3430,ENSMUSG00000022771
3431,ENSMUSG00000022772
3432,ENSMUSG00000022773
3433,ENSMUSG00000022774
3434,ENSMUSG00000022779
3435,ENSMUSG00000022780
3436,ENSMUSG00000022781
3437,ENSMUSG00000022787
3438,ENSMUSG00000022788
3439,ENSMUSG00000022789
3440,ENSMUSG00000022790
3441,ENSMUSG00000022791
3442,ENSMUSG00000022792
3443,ENSMUSG00000022793
3444,ENSMUSG00000022797
3445,ENSMUSG00000022799
3446,ENSMUSG00000022800
3447,ENSMUSG00000022801
3448,ENSMUSG00000022802
3449,ENSMUSG00000022803
3450,ENSMUSG00000022805
3451,ENSMUSG00000022807
3452,ENSMUSG00000022808
3453,ENSMUSG00000022809
3454,ENSMUSG00000022811
3455,ENSMUSG00000022812
3456,ENSMUSG00000022814
3457,ENSMUSG00000022816
3458,ENSMUSG00000022817
3459,ENSMUSG00000022820
3460,ENSMUSG00000022821
3461,ENSMUSG00000022822
3462,ENSMUSG00000022827
3463,ENSMUSG00000022828
3464,ENSMUSG00000022829
3465,ENSMUSG00000022831
3466,ENSMUSG00000022833
3467,ENSMUSG00000022836
3468,ENSMUSG00000022837
3469,ENSMUSG00000022838
3470,ENSMUSG00000022840
3471,ENSMUSG00000022841
3472,ENSMUSG00000022842
3473,ENSMUSG00000022843
3474,ENSMUSG00000022844
3475,ENSMUSG00000022847
3476,ENSMUSG00000022848
3477,ENSMUSG00000022849
3478,ENSMUSG00000022853
3479,ENSMUSG00000022857
3480,ENSMUSG00000022858
3481,ENSMUSG00000022860
3482,ENSMUSG00000022861
3483,ENSMUSG00000022863
3484,ENSMUSG00000022867
3485,ENSMUSG00000022868
3486,ENSMUSG00000022871
3487,ENSMUSG00000022876
3488,ENSMUSG00000022877
3489,ENSMUSG00000022878
3490,ENSMUSG00000022881
3491,ENSMUSG00000022883
3492,ENSMUSG00000022884
3493,ENSMUSG00000022885
3494,ENSMUSG00000022887
3495,ENSMUSG00000022889
3496,ENSMUSG00000022892
3497,ENSMUSG00000022893
3498,ENSMUSG00000022894
3499,ENSMUSG00000022895
3500,ENSMUSG00000022897
3501,ENSMUSG00000022898
3502,ENSMUSG00000022899
3503,ENSMUSG00000022900
3504,ENSMUSG00000022905
3505,ENSMUSG00000022906
3506,ENSMUSG00000022911
3507,ENSMUSG00000022912
3508,ENSMUSG00000022913
3509,ENSMUSG00000022914
3510,ENSMUSG00000022935
3511,ENSMUSG00000022938
3512,ENSMUSG00000022940
3513,ENSMUSG00000022941
3514,ENSMUSG00000022945
3515,ENSMUSG00000022946
3516,ENSMUSG00000022947
3517,ENSMUSG00000022948
3518,ENSMUSG00000022949
3519,ENSMUSG00000022951
3520,ENSMUSG00000022952
3521,ENSMUSG00000022957
3522,ENSMUSG00000022960
3523,ENSMUSG00000022961
3524,ENSMUSG00000022962
3525,ENSMUSG00000022964
3526,ENSMUSG00000022965
3527,ENSMUSG00000022969
3528,ENSMUSG00000022972
3529,ENSMUSG00000022973
3530,ENSMUSG00000022974
3531,ENSMUSG00000022978
3532,ENSMUSG00000022982
3533,ENSMUSG00000022983
3534,ENSMUSG00000022986
3535,ENSMUSG00000022987
3536,ENSMUSG00000022991
3537,ENSMUSG00000022992
3538,ENSMUSG00000022994
3539,ENSMUSG00000022995
3540,ENSMUSG00000022996
3541,ENSMUSG00000022997
3542,ENSMUSG00000022999
3543,ENSMUSG00000023000
3544,ENSMUSG00000023004
3545,ENSMUSG00000023007
3546,ENSMUSG00000023008
3547,ENSMUSG00000023009
3548,ENSMUSG00000023010
3549,ENSMUSG00000023011
3550,ENSMUSG00000023013
3551,ENSMUSG00000023015
3552,ENSMUSG00000023017
3553,ENSMUSG00000023018
3554,ENSMUSG00000023019
3555,ENSMUSG00000023020
3556,ENSMUSG00000023021
3557,ENSMUSG00000023022
3558,ENSMUSG00000023025
3559,ENSMUSG00000023026
3560,ENSMUSG00000023027
3561,ENSMUSG00000023030
3562,ENSMUSG00000023031
3563,ENSMUSG00000023032
3564,ENSMUSG00000023033
3565,ENSMUSG00000023034
3566,ENSMUSG00000023036
3567,ENSMUSG00000023039
3568,ENSMUSG00000023043
3569,ENSMUSG00000023044
3570,ENSMUSG00000023045
3571,ENSMUSG00000023046
3572,ENSMUSG00000023047
3573,ENSMUSG00000023050
3574,ENSMUSG00000023051
3575,ENSMUSG00000023052
3576,ENSMUSG00000023055
3577,ENSMUSG00000023057
3578,ENSMUSG00000023064
3579,ENSMUSG00000023066
3580,ENSMUSG00000023067
3581,ENSMUSG00000023068
3582,ENSMUSG00000023070
3583,ENSMUSG00000023072
3584,ENSMUSG00000023073
3585,ENSMUSG00000023074
3586,ENSMUSG00000023075
3587,ENSMUSG00000023079
3588,ENSMUSG00000023084
3589,ENSMUSG00000023087
3590,ENSMUSG00000023088
3591,ENSMUSG00000023089
3592,ENSMUSG00000023094
3593,ENSMUSG00000023104
3594,ENSMUSG00000023106
3595,ENSMUSG00000023110
3596,ENSMUSG00000023118
3597,ENSMUSG00000023122
3598,ENSMUSG00000023132
3599,ENSMUSG00000023143
3600,ENSMUSG00000023147
3601,ENSMUSG00000023150
3602,ENSMUSG00000023151
3603,ENSMUSG00000023153
3604,ENSMUSG00000023156
3605,ENSMUSG00000023169
3606,ENSMUSG00000023170
3607,ENSMUSG00000023175
3608,ENSMUSG00000023176
3609,ENSMUSG00000023191
3610,ENSMUSG00000023192
3611,ENSMUSG00000023206
3612,ENSMUSG00000023216
3613,ENSMUSG00000023224
3614,ENSMUSG00000023232
3615,ENSMUSG00000023236
3616,ENSMUSG00000023243
3617,ENSMUSG00000023247
3618,ENSMUSG00000023249
3619,ENSMUSG00000023259
3620,ENSMUSG00000023262
3621,ENSMUSG00000023266
3622,ENSMUSG00000023267
3623,ENSMUSG00000023272
3624,ENSMUSG00000023274
3625,ENSMUSG00000023277
3626,ENSMUSG00000023279
3627,ENSMUSG00000023284
3628,ENSMUSG00000023286
3629,ENSMUSG00000023307
3630,ENSMUSG00000023328
3631,ENSMUSG00000023330
3632,ENSMUSG00000023333
3633,ENSMUSG00000023336
3634,ENSMUSG00000023345
3635,ENSMUSG00000023348
3636,ENSMUSG00000023349
3637,ENSMUSG00000023353
3638,ENSMUSG00000023367
3639,ENSMUSG00000023391
3640,ENSMUSG00000023393
3641,ENSMUSG00000023403
3642,ENSMUSG00000023411
3643,ENSMUSG00000023439
3644,ENSMUSG00000023456
3645,ENSMUSG00000023460
3646,ENSMUSG00000023467
3647,ENSMUSG00000023473
3648,ENSMUSG00000023484
3649,ENSMUSG00000023495
3650,ENSMUSG00000023505
3651,ENSMUSG00000023571
3652,ENSMUSG00000023572
3653,ENSMUSG00000023707
3654,ENSMUSG00000023723
3655,ENSMUSG00000023755
3656,ENSMUSG00000023764
3657,ENSMUSG00000023781
3658,ENSMUSG00000023791
3659,ENSMUSG00000023800
3660,ENSMUSG00000023802
3661,ENSMUSG00000023805
3662,ENSMUSG00000023809
3663,ENSMUSG00000023826
3664,ENSMUSG00000023827
3665,ENSMUSG00000023828
3666,ENSMUSG00000023829
3667,ENSMUSG00000023830
3668,ENSMUSG00000023845
3669,ENSMUSG00000023852
3670,ENSMUSG00000023868
3671,ENSMUSG00000023883
3672,ENSMUSG00000023885
3673,ENSMUSG00000023886
3674,ENSMUSG00000023902
3675,ENSMUSG00000023903
3676,ENSMUSG00000023904
3677,ENSMUSG00000023905
3678,ENSMUSG00000023906
3679,ENSMUSG00000023908
3680,ENSMUSG00000023909
3681,ENSMUSG00000023911
3682,ENSMUSG00000023912
3683,ENSMUSG00000023913
3684,ENSMUSG00000023915
3685,ENSMUSG00000023918
3686,ENSMUSG00000023919
3687,ENSMUSG00000023921
3688,ENSMUSG00000023923
3689,ENSMUSG00000023926
3690,ENSMUSG00000023927
3691,ENSMUSG00000023930
3692,ENSMUSG00000023931
3693,ENSMUSG00000023935
3694,ENSMUSG00000023938
3695,ENSMUSG00000023939
3696,ENSMUSG00000023940
3697,ENSMUSG00000023942
3698,ENSMUSG00000023943
3699,ENSMUSG00000023944
3700,ENSMUSG00000023945
3701,ENSMUSG00000023947
3702,ENSMUSG00000023949
3703,ENSMUSG00000023951
3704,ENSMUSG00000023952
3705,ENSMUSG00000023953
3706,ENSMUSG00000023960
3707,ENSMUSG00000023961
3708,ENSMUSG00000023963
3709,ENSMUSG00000023964
3710,ENSMUSG00000023965
3711,ENSMUSG00000023966
3712,ENSMUSG00000023967
3713,ENSMUSG00000023968
3714,ENSMUSG00000023971
3715,ENSMUSG00000023972
3716,ENSMUSG00000023973
3717,ENSMUSG00000023977
3718,ENSMUSG00000023978
3719,ENSMUSG00000023979
3720,ENSMUSG00000023980
3721,ENSMUSG00000023982
3722,ENSMUSG00000023987
3723,ENSMUSG00000023988
3724,ENSMUSG00000023990
3725,ENSMUSG00000023991
3726,ENSMUSG00000023992
3727,ENSMUSG00000023993
3728,ENSMUSG00000023994
3729,ENSMUSG00000023995
3730,ENSMUSG00000023999
3731,ENSMUSG00000024002
3732,ENSMUSG00000024006
3733,ENSMUSG00000024007
3734,ENSMUSG00000024008
3735,ENSMUSG00000024011
3736,ENSMUSG00000024012
3737,ENSMUSG00000024013
3738,ENSMUSG00000024014
3739,ENSMUSG00000024018
3740,ENSMUSG00000024019
3741,ENSMUSG00000024026
3742,ENSMUSG00000024027
3743,ENSMUSG00000024028
3744,ENSMUSG00000024029
3745,ENSMUSG00000024030
3746,ENSMUSG00000024032
3747,ENSMUSG00000024033
3748,ENSMUSG00000024034
3749,ENSMUSG00000024036
3750,ENSMUSG00000024037
3751,ENSMUSG00000024038
3752,ENSMUSG00000024039
3753,ENSMUSG00000024041
3754,ENSMUSG00000024042
3755,ENSMUSG00000024043
3756,ENSMUSG00000024044
3757,ENSMUSG00000024045
3758,ENSMUSG00000024048
3759,ENSMUSG00000024049
3760,ENSMUSG00000024050
3761,ENSMUSG00000024052
3762,ENSMUSG00000024053
3763,ENSMUSG00000024054
3764,ENSMUSG00000024056
3765,ENSMUSG00000024059
3766,ENSMUSG00000024063
3767,ENSMUSG00000024064
3768,ENSMUSG00000024065
3769,ENSMUSG00000024066
3770,ENSMUSG00000024067
3771,ENSMUSG00000024068
3772,ENSMUSG00000024069
3773,ENSMUSG00000024070
3774,ENSMUSG00000024072
3775,ENSMUSG00000024073
3776,ENSMUSG00000024074
3777,ENSMUSG00000024076
3778,ENSMUSG00000024077
3779,ENSMUSG00000024078
3780,ENSMUSG00000024079
3781,ENSMUSG00000024081
3782,ENSMUSG00000024082
3783,ENSMUSG00000024083
3784,ENSMUSG00000024084
3785,ENSMUSG00000024085
3786,ENSMUSG00000024087
3787,ENSMUSG00000024091
3788,ENSMUSG00000024095
3789,ENSMUSG00000024096
3790,ENSMUSG00000024097
3791,ENSMUSG00000024098
3792,ENSMUSG00000024099
3793,ENSMUSG00000024107
3794,ENSMUSG00000024109
3795,ENSMUSG00000024112
3796,ENSMUSG00000024118
3797,ENSMUSG00000024120
3798,ENSMUSG00000024121
3799,ENSMUSG00000024122
3800,ENSMUSG00000024127
3801,ENSMUSG00000024130
3802,ENSMUSG00000024131
3803,ENSMUSG00000024132
3804,ENSMUSG00000024134
3805,ENSMUSG00000024135
3806,ENSMUSG00000024136
3807,ENSMUSG00000024137
3808,ENSMUSG00000024140
3809,ENSMUSG00000024142
3810,ENSMUSG00000024143
3811,ENSMUSG00000024145
3812,ENSMUSG00000024146
3813,ENSMUSG00000024150
3814,ENSMUSG00000024151
3815,ENSMUSG00000024154
3816,ENSMUSG00000024155
3817,ENSMUSG00000024158
3818,ENSMUSG00000024160
3819,ENSMUSG00000024163
3820,ENSMUSG00000024164
3821,ENSMUSG00000024168
3822,ENSMUSG00000024169
3823,ENSMUSG00000024170
3824,ENSMUSG00000024172
3825,ENSMUSG00000024176
3826,ENSMUSG00000024177
3827,ENSMUSG00000024180
3828,ENSMUSG00000024181
3829,ENSMUSG00000024182
3830,ENSMUSG00000024184
3831,ENSMUSG00000024186
3832,ENSMUSG00000024187
3833,ENSMUSG00000024188
3834,ENSMUSG00000024190
3835,ENSMUSG00000024191
3836,ENSMUSG00000024193
3837,ENSMUSG00000024194
3838,ENSMUSG00000024197
3839,ENSMUSG00000024201
3840,ENSMUSG00000024206
3841,ENSMUSG00000024207
3842,ENSMUSG00000024208
3843,ENSMUSG00000024210
3844,ENSMUSG00000024211
3845,ENSMUSG00000024212
3846,ENSMUSG00000024213
3847,ENSMUSG00000024215
3848,ENSMUSG00000024217
3849,ENSMUSG00000024218
3850,ENSMUSG00000024219
3851,ENSMUSG00000024220
3852,ENSMUSG00000024222
3853,ENSMUSG00000024223
3854,ENSMUSG00000024224
3855,ENSMUSG00000024225
3856,ENSMUSG00000024228
3857,ENSMUSG00000024231
3858,ENSMUSG00000024232
3859,ENSMUSG00000024234
3860,ENSMUSG00000024235
3861,ENSMUSG00000024236
3862,ENSMUSG00000024238
3863,ENSMUSG00000024240
3864,ENSMUSG00000024241
3865,ENSMUSG00000024242
3866,ENSMUSG00000024245
3867,ENSMUSG00000024246
3868,ENSMUSG00000024247
3869,ENSMUSG00000024248
3870,ENSMUSG00000024251
3871,ENSMUSG00000024253
3872,ENSMUSG00000024254
3873,ENSMUSG00000024256
3874,ENSMUSG00000024258
3875,ENSMUSG00000024259
3876,ENSMUSG00000024260
3877,ENSMUSG00000024261
3878,ENSMUSG00000024266
3879,ENSMUSG00000024268
3880,ENSMUSG00000024269
3881,ENSMUSG00000024270
3882,ENSMUSG00000024271
3883,ENSMUSG00000024276
3884,ENSMUSG00000024277
3885,ENSMUSG00000024283
3886,ENSMUSG00000024286
3887,ENSMUSG00000024287
3888,ENSMUSG00000024290
3889,ENSMUSG00000024293
3890,ENSMUSG00000024294
3891,ENSMUSG00000024299
3892,ENSMUSG00000024300
3893,ENSMUSG00000024302
3894,ENSMUSG00000024304
3895,ENSMUSG00000024306
3896,ENSMUSG00000024308
3897,ENSMUSG00000024309
3898,ENSMUSG00000024312
3899,ENSMUSG00000024313
3900,ENSMUSG00000024317
3901,ENSMUSG00000024319
3902,ENSMUSG00000024325
3903,ENSMUSG00000024327
3904,ENSMUSG00000024330
3905,ENSMUSG00000024331
3906,ENSMUSG00000024334
3907,ENSMUSG00000024335
3908,ENSMUSG00000024338
3909,ENSMUSG00000024339
3910,ENSMUSG00000024340
3911,ENSMUSG00000024346
3912,ENSMUSG00000024347
3913,ENSMUSG00000024349
3914,ENSMUSG00000024350
3915,ENSMUSG00000024352
3916,ENSMUSG00000024353
3917,ENSMUSG00000024354
3918,ENSMUSG00000024357
3919,ENSMUSG00000024359
3920,ENSMUSG00000024360
3921,ENSMUSG00000024365
3922,ENSMUSG00000024366
3923,ENSMUSG00000024369
3924,ENSMUSG00000024370
3925,ENSMUSG00000024371
3926,ENSMUSG00000024376
3927,ENSMUSG00000024378
3928,ENSMUSG00000024381
3929,ENSMUSG00000024382
3930,ENSMUSG00000024383
3931,ENSMUSG00000024384
3932,ENSMUSG00000024387
3933,ENSMUSG00000024388
3934,ENSMUSG00000024391
3935,ENSMUSG00000024392
3936,ENSMUSG00000024393
3937,ENSMUSG00000024395
3938,ENSMUSG00000024397
3939,ENSMUSG00000024399
3940,ENSMUSG00000024400
3941,ENSMUSG00000024401
3942,ENSMUSG00000024402
3943,ENSMUSG00000024403
3944,ENSMUSG00000024404
3945,ENSMUSG00000024409
3946,ENSMUSG00000024410
3947,ENSMUSG00000024411
3948,ENSMUSG00000024413
3949,ENSMUSG00000024414
3950,ENSMUSG00000024420
3951,ENSMUSG00000024421
3952,ENSMUSG00000024422
3953,ENSMUSG00000024423
3954,ENSMUSG00000024424
3955,ENSMUSG00000024425
3956,ENSMUSG00000024426
3957,ENSMUSG00000024427
3958,ENSMUSG00000024429
3959,ENSMUSG00000024430
3960,ENSMUSG00000024431
3961,ENSMUSG00000024436
3962,ENSMUSG00000024440
3963,ENSMUSG00000024442
3964,ENSMUSG00000024446
3965,ENSMUSG00000024451
3966,ENSMUSG00000024454
3967,ENSMUSG00000024456
3968,ENSMUSG00000024457
3969,ENSMUSG00000024462
3970,ENSMUSG00000024471
3971,ENSMUSG00000024472
3972,ENSMUSG00000024477
3973,ENSMUSG00000024479
3974,ENSMUSG00000024480
3975,ENSMUSG00000024481
3976,ENSMUSG00000024483
3977,ENSMUSG00000024485
3978,ENSMUSG00000024486
3979,ENSMUSG00000024487
3980,ENSMUSG00000024491
3981,ENSMUSG00000024497
3982,ENSMUSG00000024498
3983,ENSMUSG00000024500
3984,ENSMUSG00000024501
3985,ENSMUSG00000024502
3986,ENSMUSG00000024503
3987,ENSMUSG00000024505
3988,ENSMUSG00000024507
3989,ENSMUSG00000024510
3990,ENSMUSG00000024511
3991,ENSMUSG00000024513
3992,ENSMUSG00000024515
3993,ENSMUSG00000024516
3994,ENSMUSG00000024517
3995,ENSMUSG00000024518
3996,ENSMUSG00000024519
3997,ENSMUSG00000024524
3998,ENSMUSG00000024525
3999,ENSMUSG00000024526
4000,ENSMUSG00000024527
4001,ENSMUSG00000024528
4002,ENSMUSG00000024529
4003,ENSMUSG00000024530
4004,ENSMUSG00000024533
4005,ENSMUSG00000024534
4006,ENSMUSG00000024535
4007,ENSMUSG00000024537
4008,ENSMUSG00000024538
4009,ENSMUSG00000024539
4010,ENSMUSG00000024542
4011,ENSMUSG00000024544
4012,ENSMUSG00000024548
4013,ENSMUSG00000024553
4014,ENSMUSG00000024556
4015,ENSMUSG00000024558
4016,ENSMUSG00000024560
4017,ENSMUSG00000024561
4018,ENSMUSG00000024563
4019,ENSMUSG00000024565
4020,ENSMUSG00000024566
4021,ENSMUSG00000024570
4022,ENSMUSG00000024575
4023,ENSMUSG00000024576
4024,ENSMUSG00000024578
4025,ENSMUSG00000024579
4026,ENSMUSG00000024580
4027,ENSMUSG00000024581
